id,source_website,week,player_first_name,player_last_name,position,projected_points,created_at,updated_at,team
26510,fanduel.com,Week 14,Gage,Larvadain,WR,1.71,2025-12-03 01:55:37,2025-12-03 03:57:34,CLE
26511,fanduel.com,Week 14,Tyler,Goodson,RB,1.71,2025-12-03 01:55:37,2025-12-03 03:57:34,IND
26512,fanduel.com,Week 14,Reggie,Gilliam,RB,1.71,2025-12-03 01:55:37,2025-12-03 03:57:34,BUF
15469,sleeper.com,Week 10,Elijah,Moore,WR,1.7,2025-11-07 00:48:26,2025-11-07 00:48:26,BUF
15470,sleeper.com,Week 10,Mitchell,Evans,TE,1.7,2025-11-07 00:48:26,2025-11-07 00:48:26,CAR
15471,sleeper.com,Week 10,Dont'e,Thornton,WR,1.7,2025-11-07 00:48:26,2025-11-07 00:48:26,LV
16701,sleeper.com,Week 11,Grant,Calcaterra,TE,1.7,2025-11-13 05:18:19,2025-11-13 05:18:19,PHI
17343,fantasypros.com,Week 11,Elijah,Higgins,TE,1.7,2025-11-13 05:20:49,2025-11-13 05:20:49,ARI
20032,fantasypros.com,Week 12,Justice,Hill,RB,1.7,2025-11-20 18:01:42,2025-11-20 18:01:42,BAL
20033,fantasypros.com,Week 12,Jaydon,Blue,RB,1.7,2025-11-20 18:01:42,2025-11-20 18:01:42,DAL
24333,sleeper.com,Week 13,Isaac,TeSlaa,WR,1.7,2025-11-26 18:35:52,2025-11-26 18:35:52,DET
